tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
six race go mercedes targeting race win aim chase ferrari # f1 # formula1,six race go mercedes targeting race win aim chase ferrari,f1  formula1 ,,F1,3928,117,128,21
"two race , one go ! time qualifying around silverstone ; final race first event 2022 f1 esports series pro championship # f1esports # f1","two race , one go ! time qualifying around silverstone ; final race first event 2022 f1 esports series pro championship",f1esports  f1,,F1,1215,40,171,30
nothing confirmed hopefully get information soon get done . # f1 # formula1,nothing confirmed hopefully get information soon get done .,f1  formula1 ,,F1,4747,130,134,21
first f1 track driver takeover 2022 landed ! tune @ haasf1team driver @ schumachermick favourite racing tune @ spotify # f1 # f1tracks # haasf1,first f1 track driver takeover 2022 landed ! tune driver favourite racing tune,f1  f1tracks  haasf1 ,haasf1team  schumachermick   spotify ,F1,4681,277,221,30
coming soon fp1 session ... indycar star colton herta look set get track time @ alphataurif1 season end # f1,coming soon fp1 session ... indycar star colton herta look set get track time season end,f1   ,alphataurif1 ,F1,4332,257,166,25
"two win row , epic comeback , plenty talking point ahead friday race silverstone ! # f1esports # f1","two win row , epic comeback , plenty talking point ahead friday race silverstone !",f1esports  f1   ,,F1,1673,68,148,23
"nightmare opening lap reigning champion opmeer fought back valiantly , missed point p11 # f1esports # f1","nightmare opening lap reigning champion opmeer fought back valiantly , missed point p11",f1esports  f1 ,,F1,3983,90,165,26
"clean sweep @ lucasblakeley01 win first two race season , scoop @ aramco driver day award around imola ! # f1esports # f1","clean sweep win first two race season , scoop driver day award around imola !",f1esports  f1 ,lucasblakeley01  aramco ,F1,1315,54,185,30
"update : simon weigang p9 finish reinstated removal penalty , dropping carreton p10 opmeer p11 # f1esports # f1","update : simon weigang p9 finish reinstated removal penalty , dropping carreton p10 opmeer p11",f1esports  f1,,F1,710,23,138,23
pushed way line @ marcelkiefer_ moment @ lucasblakeley01 made two two # f1esports # f1 @ mclarenshadow,pushed way line moment made two two,f1esports  f1 ,marcelkiefer_  lucasblakeley01  mclarenshadow ,F1,1322,57,159,24
"another nail-biting race around imola ! double-podium @ redbullracinges , @ haasf1team get first point season # f1esports # f1","another nail-biting race around imola ! double-podium , get first point season",f1esports  f1 ,redbullracinges haasf1team ,F1,1208,35,176,23
back-to-back blakeley ! bahrain ... win imola ! @ lucasblakeley01 soak pressure make two two 2022 # f1esports # f1,back-to-back blakeley ! bahrain ... win imola ! soak pressure make two two 2022,f1esports  f1 ,lucasblakeley01 ,F1,3488,130,176,27
"f1 esports returned bang wednesday night ! let go race 2 , streaming youtube # f1esports # f1","f1 esports returned bang wednesday night ! let go race 2 , streaming youtube",f1esports  f1 ,,F1,995,53,167,24
moving field monza brilliant drive lewis charged way p19 p5 # f1 # formula1 # italiangp,moving field monza brilliant drive lewis charged way p19 p5,f1  formula1  italiangp ,,F1,8944,661,155,26
max secure 2022 world championship singapore # f1 # formula1,max secure 2022 world championship singapore,f1  formula1 ,,F1,2039,112,100,14
catch racing action thursday evening # f1esports # f1,catch racing action thursday evening,f1esports  f1  ,,F1,465,20,97,14
two huge shock f1 esports qualifying session imola 2021 runner-up frede rasmussen make rare mistake ... series newcomer @ thomasronhaar1 put pole @ haasf1team ! # f1esports # f1,two huge shock f1 esports qualifying session imola 2021 runner-up frede rasmussen make rare mistake ... series newcomer put pole !,f1esports  f1 ,thomasronhaar1  haasf1team,F1,3361,107,229,33
"overall , tough weekend u . # f1 # formula1 # italiangp","overall , tough weekend u .",f1  formula1  italiangp ,,F1,2502,70,100,14
carlos sainz stormed field secure p4 finish p18 could got onto podium different strategy ? # f1 # formula1 # italiangp,carlos sainz stormed field secure p4 finish p18 could got onto podium different strategy ?,f1  formula1  italiangp,,F1,3863,187,165,30
special lap @ lewishamilton # f1 # onthisday,special lap,f1  onthisday ,lewishamilton ,F1,30509,2702,73,9
opportunity knock @ shwartzmanrob # f1 @ scuderiaferrari,opportunity knock,f1 ,shwartzmanrob  scuderiaferrari   ,F1,4050,175,87,8
"moment light went f1 esports 2022 ! want ? round 2 coming way thursday evening , live imola # f1esports # f1","moment light went f1 esports 2022 ! want ? round 2 coming way thursday evening , live imola",f1esports  f1 ,,F1,1963,75,173,30
"f1 esports back bang @ lucasblakeley01 kick campaign perfect start , reigning champion @ jarno_opmeer chasing # f1esports # f1","f1 esports back bang kick campaign perfect start , reigning champion chasing",f1esports  f1   ,lucasblakeley01  jarno_opmeer ,F1,1365,55,197,29
reigning champ back business @ jarno_opmeer @ aramco driver day sterling drive brilliant strategy put p2 # f1esports # f1 @ mercedesf1esp,reigning champ back business driver day sterling drive brilliant strategy put p2,f1esports  f1 ,jarno_opmeer  aramco  mercedesf1esp ,F1,2858,92,206,31
points-scorers frantic opening race # f1esports # f1,points-scorers frantic opening race,f1esports  f1 ,,F1,1161,34,89,11
four-car battle lead ? ! f1 esports ! ! unreal battle first race season # f1esports # f1,four-car battle lead ? ! f1 esports ! ! unreal battle first race season,f1esports  f1 ,,F1,2149,84,151,25
blakeley ! @ lucasblakeley01 win @ mclarenshadow debut bahrain - repeating perfect start last season ! # f1esports # f1,blakeley ! win debut bahrain - repeating perfect start last season !,f1esports  f1 ,lucasblakeley01  mclarenshadow ,F1,4701,145,175,24
let live first f1 esports race year ! # f1esports # f1,let live first f1 esports race year !,f1esports  f1,,F1,1241,58,87,18
"`` 'm really looking forward [ singapore japan ] , bit closer home , lot support . excited coming finishing point monza @ zhouguanyu24 wait get back track # italiangp # f1","`` 'm really looking forward [ singapore japan ] , bit closer home , lot support . excited coming finishing point monza wait get back track",italiangp  f1   ,zhouguanyu24 ,F1,3309,120,276,47
timo glock reflects * * moment back 2008 german racer latest # f1beyondthegrid podcast guest > > # f1,timo glock reflects * * moment back 2008 german racer latest podcast guest > >,f1beyondthegrid  f1 ,,F1,2524,135,178,23
"30 driver . 10 team . one champion . start ! let find first polesitter 2022 , f1 esports series pro championship presented @ aramco , begin ... # f1esports # f1","30 driver . 10 team . one champion . start ! let find first polesitter 2022 , f1 esports series pro championship presented , begin ...",f1esports  f1,aramco,F1,1869,85,191,31
see monza result affect overall power ranking # italiangp @ aramco,see monza result affect overall power ranking,italiangp ,aramco    ,F1,867,42,108,14
new entry # 1 power ranking monza ! # italiangp @ aramco,new entry power ranking monza !,1  italiangp ,aramco ,F1,30146,967,102,16
seb last week # italiangp reflecting special weekend back 2008 # f1,seb last week reflecting special weekend back 2008,italiangp  f1 ,,F1,3399,135,126,18
racing f1 next year seb taking part 2023 @ raceofchampions ! # f1,racing f1 next year seb taking part 2023 !,f1   ,raceofchampions,F1,11108,435,131,22
glock ? certainly ! timo week 's guest # f1beyondthegrid # f1,glock ? certainly ! timo week 's guest,f1beyondthegrid  f1   ,,F1,1866,71,112,16
debut ! @ jolyonpalmer look back potentially pivotal two day nyck de vries racing career # italiangp # f1,debut ! look back potentially pivotal two day nyck de vries racing career,italiangp  f1   ,jolyonpalmer ,F1,2339,78,149,22
"# onthisday 2008 special , history-making first win sebastian vettel # f1","2008 special , history-making first win sebastian vettel",onthisday  f1 ,,F1,15833,1526,109,15
gap 35 point six race go @ mercedesamgf1 striking distance ferrari constructor standing - win race ? # italiangp # f1,gap 35 point six race go striking distance ferrari constructor standing - win race ?,italiangp  f1   ,mercedesamgf1 ,F1,2602,83,194,32
"hey @ scuderiaferrari , remember said wanted watch carlos overtakes ... # f1 # formula1 # italiangp","hey , remember said wanted watch carlos overtakes ...",f1  formula1  italiangp,scuderiaferrari,F1,19238,1627,117,17
"battle commences wednesday ! get set brand new f1 esports series pro championship , presented aramco # f1esports # f1","battle commences wednesday ! get set brand new f1 esports series pro championship , presented aramco",f1esports  f1   ,,F1,1352,51,157,22
smart work mick schumacher ! watch best onboard action monza # italiangp @ emirate # flyemiratesflybetter,smart work mick schumacher ! watch best onboard action monza,italiangp  flyemiratesflybetter,emirates ,F1,4377,196,126,18
max verstappen absolutely nailed start monza # italiangp @ awscloud # f1insights,max verstappen absolutely nailed start monza,italiangp  f1insights ,awscloud ,F1,6300,324,113,13
high praise max george @ nyckdevries debut # italiangp # f1,high praise max george debut,italiangp  f1 ,nyckdevries ,F1,6417,330,98,13
@ redbullracing pit crew keep cool checo brake run red hot ! # italiangp # f1,pit crew keep cool checo brake run red hot !,italiangp  f1 ,redbullracing ,F1,6338,244,116,17
"# onthisday two year ago alex albon scored first podium hope recovering well recent op , alex ! # f1","two year ago alex albon scored first podium hope recovering well recent op , alex !",onthisday  f1 ,,F1,8087,318,151,23
"f1 nation team joined @ fredericferret giorgio piola discus double dutch delight monza , max picking maiden win temple speed whilst de vries netted point debut","f1 nation team joined giorgio piola discus double dutch delight monza , max picking maiden win temple speed whilst de vries netted point debut",,fredericferret ,F1,1323,60,267,42
vote ! # italiangp @ cryptocom,vote !,italiangp ,cryptocom,F1,827,160,34,5
pulled best move temple speed ? # italiangp @ cryptocom # fftb,pulled best move temple speed ?,italiangp  fftb ,cryptocom ,F1,4271,330,105,15
really matter max start ! # italiangp @ redbullracing,really matter max start !,italiangp ,redbullracing ,F1,23062,1324,95,11
congratulation @ schecoperez ! @ dhl_motorsports fastest lap award winner monza > > # italiangp # momentsthatdeliver,congratulation ! fastest lap award winner monza > >,italiangp  momentsthatdeliver ,schecoperez dhl_motorsports ,F1,4871,271,178,17
grazie monza # italiangp # f1,grazie monza,italiangp  f1 ,,F1,12219,618,57,6
"phwoar , close ! timing perfect ferrari ensure leclerc made front ricciardo , russell back ! # italiangp # f1","phwoar , close ! timing perfect ferrari ensure leclerc made front ricciardo , russell back !",italiangp  f1 ,,F1,3354,156,182,28
"first grand prix remember @ nyckdevries fp1 outing @ astonmartinf1 , lining grid come race day @ williamsracing dutchman quite debut ! # italiangp # f1","first grand prix remember fp1 outing , lining grid come race day dutchman quite debut !",italiangp  f1,nyckdevries  astonmartinf1 williamsracing ,F1,2705,129,205,36
mercedes @ georgerussell63 bagging seventh podium year # italiangp # f1 @ mercedesamgf1,mercedes bagging seventh podium year,italiangp  f1 ,georgerussell63  mercedesamgf1 ,F1,8471,267,122,14
p19 p5 impressive race recovery lewis hamilton monza # italiangp # f1,p19 p5 impressive race recovery lewis hamilton monza,italiangp  f1   ,,F1,3804,145,112,17
"danny ric interviewing @ formula2 champ , @ felipedrugovich post-race , providing celebration suggestion # italiangp # f1","danny ric interviewing champ , post-race , providing celebration suggestion",italiangp  f1 ,formula2  felipedrugovich ,F1,6726,347,168,20
moment sebastian vettel race weekend italy came abrupt end catch high low across airwave # italiangp best team radio compilation # f1,moment sebastian vettel race weekend italy came abrupt end catch high low across airwave best team radio compilation,italiangp  f1,,F1,2842,100,187,34
"congratulation @ redbullracing taking win monza , also fastest pit stop award ! > > # italiangp # f1 | @ dhl_motorsports # momentsthatdeliver","congratulation taking win monza , also fastest pit stop award ! > > |",italiangp  f1  momentsthatdeliver ,redbullracing  dhl_motorsports ,F1,10230,380,224,27
"ferrari made step ahead monza , say team principal mattia binotto # italiangp # f1","ferrari made step ahead monza , say team principal mattia binotto",italiangp  f1   ,,F1,2691,74,116,16
place like monza # italiangp # f1,place like monza,italiangp  f1 ,,F1,18480,954,71,9
"battle p4 constructor fight continues pick come top , mclaren alpine ? # italiangp # f1","battle p4 constructor fight continues pick come top , mclaren alpine ?",italiangp  f1 ,,F1,2364,91,153,25
"papa perez liked overtake , @ schecoperez ! # italiangp # f1 @ redbullracing","papa perez liked overtake , !",italiangp  f1 ,schecoperez redbullracing ,F1,7413,247,102,11
"perfect start line leclerc russell front row , not-so perfect entrance turn 1 latter # italiangp # f1","perfect start line leclerc russell front row , not-so perfect entrance turn 1 latter",italiangp  f1 ,,F1,3757,189,175,30
ride onboard driver start 2022 italian grand prix ! # italiangp # f1,ride onboard driver start 2022 italian grand prix !,italiangp  f1 ,,F1,2963,158,117,18
